state,county,1000+ Corn Growers,1000+ Hogs,1000+ Rice Growers,1000+ Wheat Growers,Corn Acres,Farms with Grain Storage,Rice Acres,Wheat Acres
South Dakota,ADAMS,0,0,0,7,0,0,0,0
South Dakota,AURORA,22,1,0,6,0,0,0,0
South Dakota,BEADLE,80,4,0,24,0,0,0,0
South Dakota,BENNETT,8,0,0,13,0,0,0,0
South Dakota,BROOKINGS,86,13,0,9,0,0,0,0
South Dakota,BROWN,202,2,0,57,0,0,0,0
South Dakota,BRULE,23,9,0,11,0,0,0,0
South Dakota,BUFFALO,10,0,0,3,0,0,0,0
South Dakota,BUTTE,1,0,0,5,0,0,0,0
South Dakota,CAMPBELL,18,1,0,10,0,0,0,0
South Dakota,CHARLES MIX,66,17,0,28,0,0,0,0
South Dakota,CLARK,54,8,0,10,0,0,0,0
South Dakota,CLAY,44,1,0,2,0,0,0,0
South Dakota,CODINGTON,68,6,0,18,0,0,0,0
South Dakota,CORSON,11,0,0,25,0,0,0,0
South Dakota,CUSTER,3,0,0,3,0,0,0,0
South Dakota,DAVISON,57,9,0,6,0,0,0,0
South Dakota,DAY,50,2,0,19,0,0,0,0
South Dakota,DEWEY,16,0,0,30,0,0,0,0
South Dakota,DOUGLAS,24,9,0,3,0,0,0,0
South Dakota,EDMUNDS,69,4,0,39,0,0,0,0
South Dakota,EMMONS,5,0,0,2,0,0,0,0
South Dakota,FALL RIVER,1,0,0,4,0,0,0,0
South Dakota,FAULK,43,4,0,24,0,0,0,0
South Dakota,GRANT,57,5,0,9,0,0,0,0
South Dakota,GREGORY,11,1,0,2,0,0,0,0
South Dakota,HAAKON,10,0,0,28,0,0,0,0
South Dakota,HAMLIN,45,3,0,6,0,0,0,0
South Dakota,HAND,94,2,0,87,0,0,0,0
South Dakota,HANSON,33,6,1,4,0,0,0,0
South Dakota,HARDING,4,0,0,4,0,0,0,0
South Dakota,HUGHES,59,1,0,86,0,0,0,0
South Dakota,HUTCHINSON,49,21,0,1,0,0,0,0
South Dakota,HYDE,27,0,0,42,0,0,0,0
South Dakota,JACKSON,1,0,0,10,0,0,0,0
South Dakota,JERAULD,33,2,0,10,0,0,0,0
South Dakota,JONES,10,0,0,19,0,0,0,0
South Dakota,KINGSBURY,52,2,0,6,0,0,0,0
South Dakota,LAKE,53,13,0,0,0,0,0,0
South Dakota,LAWRENCE,5,0,0,11,0,0,0,0
South Dakota,LINCOLN,56,14,0,7,0,0,0,0
South Dakota,LYMAN,28,0,0,43,0,0,0,0
South Dakota,MARSHALL,54,3,0,15,0,0,0,0
South Dakota,MCCOOK,40,11,0,3,0,0,0,0
South Dakota,MCPHERSON,23,4,0,11,0,0,0,0
South Dakota,MEADE,5,0,0,16,0,0,0,0
South Dakota,MELLETTE,3,1,0,4,0,0,0,0
South Dakota,MINER,34,1,0,6,0,0,0,0
South Dakota,MINNEHAHA,124,12,0,21,0,0,0,0
South Dakota,MOODY,45,5,0,2,0,0,0,0
South Dakota,OGLALA LAKOTA,1,0,0,1,0,0,0,0
South Dakota,PENNINGTON,35,0,0,72,0,0,0,0
South Dakota,PERKINS,7,0,0,31,0,0,0,0
South Dakota,POTTER,72,1,0,76,0,0,0,0
South Dakota,ROBERTS,55,4,0,12,0,0,0,0
South Dakota,SANBORN,21,1,0,4,0,0,0,0
South Dakota,SPINK,137,6,0,50,0,0,0,0
South Dakota,STANLEY,12,0,0,40,0,0,0,0
South Dakota,SULLY,62,2,0,76,0,0,0,0
South Dakota,TODD,3,0,0,2,0,0,0,0
South Dakota,TRIPP,38,4,0,21,0,0,0,0
South Dakota,TURNER,49,9,0,4,0,0,0,0
South Dakota,UNION,48,3,0,3,0,0,0,0
South Dakota,WALWORTH,26,0,0,23,0,0,0,0
South Dakota,ZIEBACH,1,0,0,2,0,0,0,0
Tennessee,BLOUNT,3,0,1,1,0,0,0,0
Tennessee,CARROLL,28,1,0,9,0,0,0,0
Tennessee,CHEATHAM,1,0,0,1,0,0,0,0
Tennessee,CHESTER,2,0,0,1,0,0,0,0
Tennessee,COFFEE,5,0,0,1,0,0,0,0
Tennessee,CROCKETT,14,0,0,7,0,0,0,0
Tennessee,CUMBERLAND,2,0,0,1,0,0,0,0
Tennessee,DAVIDSON,6,0,2,3,0,0,0,0
Tennessee,DYER,21,1,4,11,0,0,0,0
Tennessee,FAYETTE,18,1,1,2,0,0,0,0
Tennessee,FRANKLIN,9,0,0,1,0,0,0,0
Tennessee,GIBSON,57,0,0,37,0,0,0,0
Tennessee,GREENE,3,0,0,1,0,0,0,0
Tennessee,HAMILTON,4,0,0,1,0,0,0,0
Tennessee,HANCOCK,0,0,0,2,0,0,0,0
Tennessee,HAYWOOD,20,0,0,6,0,0,0,0
Tennessee,HENRY,18,12,0,3,0,0,0,0
Tennessee,JEFFERSON,0,0,0,1,0,0,0,0
Tennessee,KNOX,4,0,1,2,0,0,0,0
Tennessee,LAKE,6,0,0,8,0,0,0,0
Tennessee,LAUDERDALE,17,0,0,5,0,0,0,0
Tennessee,LAWRENCE,7,1,0,2,0,0,0,0
Tennessee,LINCOLN,8,0,0,4,0,0,0,0
Tennessee,LOUDON,6,0,0,1,0,0,0,0
Tennessee,MACON,3,0,0,1,0,0,0,0
Tennessee,MADISON,24,0,0,7,0,0,0,0
Tennessee,MAURY,2,0,0,2,0,0,0,0
Tennessee,MCNAIRY,0,0,0,1,0,0,0,0
Tennessee,MONTGOMERY,6,3,0,4,0,0,0,0
Tennessee,OBION,46,3,0,9,0,0,0,0
Tennessee,OVERTON,0,1,0,0,0,0,0,0
Tennessee,ROBERTSON,33,0,0,19,0,0,0,0
Tennessee,SHELBY,31,0,22,22,0,0,0,0
Tennessee,SMITH,2,0,0,3,0,0,0,0
Tennessee,SUMNER,5,0,0,1,0,0,0,0
Tennessee,TIPTON,21,0,0,9,0,0,0,0
Tennessee,WEAKLEY,39,12,0,5,0,0,0,0
Tennessee,WILLIAMSON,3,0,2,6,0,0,0,0
Tennessee,WILSON,2,0,0,2,0,0,0,0
Texas,ANDERSON,1,1,0,1,0,0,0,0
Texas,ANDREWS,0,0,0,1,0,0,0,0
Texas,ARANSAS,0,0,0,2,0,0,0,0
Texas,ARCHER,0,0,0,22,0,0,0,0
Texas,ARMSTRONG,1,0,0,26,0,0,0,0
Texas,ATASCOSA,2,0,0,1,0,0,0,0
Texas,BAILEY,8,0,0,17,0,0,0,0
Texas,BANDERA,0,0,0,1,0,0,0,0
Texas,BASTROP,3,0,0,4,0,0,0,0
Texas,BAYLOR,2,0,0,43,0,0,0,0
Texas,BELL,47,0,0,9,0,0,0,0
Texas,BEXAR,18,0,2,15,0,0,0,0
Texas,BORDEN,1,0,0,1,0,0,0,0
Texas,BOSQUE,4,0,0,3,0,0,0,0
Texas,BOWIE,15,0,1,4,0,0,0,0
Texas,BRAZORIA,11,0,9,1,0,0,0,0
Texas,BRAZOS,13,0,1,9,0,0,0,0
Texas,BRISCOE,0,0,0,15,0,0,0,0
Texas,BROWN,1,0,0,4,0,0,0,0
Texas,BURLESON,2,0,0,1,0,0,0,0
Texas,BURNET,3,0,0,1,0,0,0,0
Texas,CALHOUN,16,0,0,1,0,0,0,0
Texas,CALLAHAN,1,0,0,9,0,0,0,0
Texas,CAMERON,9,0,0,8,0,0,0,0
Texas,CAMP,1,0,0,2,0,0,0,0
Texas,CARSON,15,0,0,53,0,0,0,0
Texas,CASTRO,27,0,0,76,0,0,0,0
Texas,CHILDRESS,1,0,0,18,0,0,0,0
Texas,CLAY,0,0,0,16,0,0,0,0
Texas,COCHRAN,4,0,0,5,0,0,0,0
Texas,COKE,1,0,0,2,0,0,0,0
Texas,COLEMAN,1,0,0,2,0,0,0,0
Texas,COLLIN,20,0,0,44,0,0,0,0
Texas,COLLINGSWORTH,0,0,0,13,0,0,0,0
Texas,COMAL,5,0,0,4,0,0,0,0
Texas,COMANCHE,8,0,0,3,0,0,0,0
Texas,CONCHO,0,0,0,13,0,0,0,0
Texas,COOKE,1,0,0,16,0,0,0,0
Texas,CORYELL,3,0,1,5,0,0,0,0
Texas,COTTLE,0,0,0,16,0,0,0,0
Texas,CROSBY,0,0,0,4,0,0,0,0
Texas,CULBERSON,0,0,0,1,0,0,0,0
Texas,DALLAM,67,1,0,63,0,0,0,0
Texas,DALLAS,40,0,3,51,0,0,0,0
Texas,DAWSON,2,0,0,7,0,0,0,0
Texas,DEAF SMITH,18,0,0,85,0,0,0,0
Texas,DELTA,5,0,0,9,0,0,0,0
Texas,DENTON,18,0,1,36,0,0,0,0
Texas,DICKENS,0,0,0,1,0,0,0,0
Texas,DONLEY,1,0,0,4,0,0,0,0
Texas,EASTLAND,3,0,1,2,0,0,0,0
Texas,EL PASO,0,0,0,1,0,0,0,0
Texas,ELLIS,26,0,1,12,0,0,0,0
Texas,ERATH,1,0,0,1,0,0,0,0
Texas,FANNIN,13,0,0,19,0,0,0,0
Texas,FISHER,0,0,0,13,0,0,0,0
Texas,FLOYD,9,0,0,61,0,0,0,0
Texas,FOARD,0,0,0,15,0,0,0,0
Texas,FORT BEND,17,0,4,6,0,0,0,0
Texas,FREESTONE,0,0,0,1,0,0,0,0
Texas,FRIO,8,0,0,2,0,0,0,0
Texas,GAINES,10,0,0,22,0,0,0,0
Texas,GALVESTON,3,0,0,2,0,0,0,0
Texas,GARZA,0,0,0,1,0,0,0,0
Texas,GILLESPIE,0,0,0,1,0,0,0,0
Texas,GLASSCOCK,0,0,0,3,0,0,0,0
Texas,GOLIAD,3,0,0,1,0,0,0,0
Texas,GONZALES,1,0,0,1,0,0,0,0
Texas,GRAY,6,1,0,30,0,0,0,0
Texas,GRAYSON,15,0,0,29,0,0,0,0
Texas,GREGG,0,0,0,1,0,0,0,0
Texas,GUADALUPE,10,0,0,3,0,0,0,0
Texas,HALE,22,0,0,73,0,0,0,0
Texas,HALL,0,0,0,4,0,0,0,0
Texas,HAMILTON,0,0,0,4,0,0,0,0
Texas,HANSFORD,49,1,0,101,0,0,0,0
Texas,HARDEMAN,0,0,0,35,0,0,0,0
Texas,HARRIS,45,0,8,31,0,0,0,0
Texas,HARTLEY,46,0,0,56,0,0,0,0
Texas,HASKELL,2,0,0,45,0,0,0,0
Texas,HAYS,4,0,0,3,0,0,0,0
Texas,HEMPHILL,1,0,0,4,0,0,0,0
Texas,HENDERSON,1,0,0,2,0,0,0,0
Texas,HIDALGO,21,0,0,6,0,0,0,0
Texas,HILL,46,0,0,18,0,0,0,0
Texas,HOCKLEY,5,0,0,9,0,0,0,0
Texas,HOOD,3,0,0,5,0,0,0,0
Texas,HOPKINS,1,0,0,1,0,0,0,0
Texas,HOUSTON,0,1,0,4,0,0,0,0
Texas,HOWARD,2,0,0,4,0,0,0,0
Texas,HUNT,4,0,0,14,0,0,0,0
Texas,HUTCHINSON,8,0,0,22,0,0,0,0
Texas,JEFFERSON,1,0,3,4,0,0,0,0
Texas,JIM WELLS,11,0,0,6,0,0,0,0
Texas,JOHNSON,6,0,0,15,0,0,0,0
Texas,JONES,1,0,0,53,0,0,0,0
Texas,KARNES,5,0,0,1,0,0,0,0
Texas,KAUFMAN,5,0,0,10,0,0,0,0
Texas,KENT,0,0,0,2,0,0,0,0
Texas,KERR,2,0,0,4,0,0,0,0
Texas,KLEBERG,4,0,0,2,0,0,0,0
Texas,KNOX,0,0,0,53,0,0,0,0
Texas,LA SALLE,0,0,0,2,0,0,0,0
Texas,LAMAR,11,0,0,9,0,0,0,0
Texas,LAMB,23,0,0,27,0,0,0,0
Texas,LEON,0,0,0,1,0,0,0,0
Texas,LIPSCOMB,4,3,0,19,0,0,0,0
Texas,LIVE OAK,4,0,0,1,0,0,0,0
Texas,LLANO,2,0,0,2,0,0,0,0
Texas,LUBBOCK,24,0,0,65,0,0,0,0
Texas,LYNN,1,0,0,3,0,0,0,0
Texas,MARTIN,0,0,0,2,0,0,0,0
Texas,MASON,0,0,0,1,0,0,0,0
Texas,MATAGORDA,30,0,9,1,0,0,0,0
Texas,MCCULLOCH,1,0,0,13,0,0,0,0
Texas,MCLENNAN,54,0,1,19,0,0,0,0
Texas,MEDINA,26,0,0,5,0,0,0,0
Texas,MIDLAND,6,0,0,12,0,0,0,0
Texas,MILAM,13,0,0,2,0,0,0,0
Texas,MILLS,0,0,0,2,0,0,0,0
Texas,MITCHELL,0,0,0,9,0,0,0,0
Texas,MONTAGUE,1,0,0,6,0,0,0,0
Texas,MONTGOMERY,3,0,0,5,0,0,0,0
Texas,MOORE,49,0,0,62,0,0,0,0
Texas,MORRIS,0,0,0,1,0,0,0,0
Texas,MOTLEY,1,0,0,2,0,0,0,0
Texas,NACOGDOCHES,0,0,0,3,0,0,0,0
Texas,NAVARRO,6,0,0,4,0,0,0,0
Texas,NOLAN,0,0,0,5,0,0,0,0
Texas,NUECES,27,0,0,2,0,0,0,0
Texas,OCHILTREE,13,2,0,64,0,0,0,0
Texas,OLDHAM,1,0,0,24,0,0,0,0
Texas,PALO PINTO,0,0,0,1,0,0,0,0
Texas,PARKER,9,0,0,9,0,0,0,0
Texas,PARMER,23,0,0,92,0,0,0,0
Texas,PECOS,0,0,0,1,0,0,0,0
Texas,POTTER,31,0,0,64,0,0,0,0
Texas,RAINS,0,0,0,1,0,0,0,0
Texas,RANDALL,25,0,0,109,0,0,0,0
Texas,REAGAN,0,0,0,4,0,0,0,0
Texas,REAL,0,0,0,1,0,0,0,0
Texas,RED RIVER,4,0,1,4,0,0,0,0
Texas,REFUGIO,4,0,0,1,0,0,0,0
Texas,ROBERTS,2,0,0,4,0,0,0,0
Texas,ROCKWALL,5,0,0,6,0,0,0,0
Texas,RUNNELS,2,0,0,41,0,0,0,0
Texas,RUSK,1,0,0,1,0,0,0,0
Texas,SAN PATRICIO,18,0,0,3,0,0,0,0
Texas,SAN SABA,0,1,0,8,0,0,0,0
Texas,SCURRY,0,0,0,6,0,0,0,0
Texas,SHACKELFORD,0,0,0,6,0,0,0,0
Texas,SHERMAN,36,2,0,51,0,0,0,0
Texas,SMITH,2,0,0,7,0,0,0,0
Texas,STARR,1,0,0,1,0,0,0,0
Texas,STEPHENS,0,0,0,1,0,0,0,0
Texas,STERLING,0,0,0,1,0,0,0,0
Texas,STONEWALL,1,0,0,6,0,0,0,0
Texas,SUTTON,0,0,0,1,0,0,0,0
Texas,SWISHER,6,0,0,54,0,0,0,0
Texas,TARRANT,26,0,3,37,0,0,0,0
Texas,TAYLOR,1,0,0,43,0,0,0,0
Texas,TERRELL,1,0,0,1,0,0,0,0
Texas,TERRY,6,0,0,9,0,0,0,0
Texas,THROCKMORTON,0,0,0,14,0,0,0,0
Texas,TOM GREEN,9,0,0,46,0,0,0,0
Texas,TRAVIS,23,0,1,22,0,0,0,0
Texas,UPSHUR,1,0,0,1,0,0,0,0
Texas,UPTON,1,0,0,2,0,0,0,0
Texas,UVALDE,8,0,0,7,0,0,0,0
Texas,VICTORIA,16,0,0,1,0,0,0,0
Texas,WALLER,5,0,1,1,0,0,0,0
Texas,WHARTON,87,0,33,4,0,0,0,0
Texas,WHEELER,0,0,0,13,0,0,0,0
Texas,WICHITA,4,0,0,47,0,0,0,0
Texas,WILBARGER,0,0,0,49,0,0,0,0
Texas,WILLIAMSON,49,0,1,4,0,0,0,0
Texas,WISE,0,0,0,8,0,0,0,0
Texas,YOAKUM,3,0,0,10,0,0,0,0
Texas,YOUNG,0,0,0,17,0,0,0,0
Texas,ZAVALA,0,0,0,1,0,0,0,0
Utah,BOX ELDER,6,0,0,18,0,0,0,0
Utah,CACHE,5,1,0,18,0,0,0,0
Utah,DAVIS,2,0,0,1,0,0,0,0
Utah,IRON,0,2,0,1,0,0,0,0
Utah,JUAB,2,0,0,2,0,0,0,0
Utah,RICH,0,0,0,2,0,0,0,0
Utah,SALT LAKE,11,0,2,20,0,0,0,0
Utah,SAN JUAN,1,0,0,9,0,0,0,0
Utah,SANPETE,3,0,0,1,0,0,0,0
Utah,SUMMIT,1,0,0,2,0,0,0,0
Utah,TOOELE,0,0,0,1,0,0,0,0
Utah,UINTAH,0,0,0,1,0,0,0,0
Utah,UTAH,5,0,0,16,0,0,0,0
Utah,WASHINGTON,1,0,0,2,0,0,0,0
Utah,WAYNE,0,0,0,1,0,0,0,0
Utah,WEBER,4,0,0,3,0,0,0,0
Vermont,ADDISON,22,0,0,1,0,0,0,0
Virginia,ACCOMACK,13,0,0,3,0,0,0,0
Virginia,ALBEMARLE,2,0,0,1,0,0,0,0
Virginia,ALEXANDRIA CITY,2,0,0,2,0,0,0,0
Virginia,ARLINGTON,1,0,0,1,0,0,0,0
Virginia,AUGUSTA,4,0,0,1,0,0,0,0
Virginia,CAROLINE,7,0,0,4,0,0,0,0
Virginia,CHARLES CITY,4,0,0,1,0,0,0,0
Virginia,CHESAPEAKE CITY,3,0,0,1,0,0,0,0
Virginia,CHESTERFIELD,0,0,0,1,0,0,0,0
Virginia,CULPEPER,3,0,0,0,0,0,0,0
Virginia,ESSEX,10,0,0,3,0,0,0,0
Virginia,FAIRFAX,10,0,0,12,0,0,0,0
Virginia,FAIRFAX CITY,1,0,0,1,0,0,0,0
Virginia,FAUQUIER,9,0,0,4,0,0,0,0
Virginia,FREDERICK,2,0,0,1,0,0,0,0
Virginia,GOOCHLAND,4,0,0,2,0,0,0,0
Virginia,HANOVER,10,0,0,6,0,0,0,0
Virginia,HOPEWELL CITY,0,0,0,0,0,0,0,0
Virginia,ISLE OF WIGHT,4,3,0,1,0,0,0,0
Virginia,KING AND QUEEN,4,0,0,4,0,0,0,0
Virginia,KING WILLIAM,4,0,0,2,0,0,0,0
Virginia,LOUDOUN,5,0,0,3,0,0,0,0
Virginia,LUNENBURG,0,0,0,1,0,0,0,0
Virginia,MIDDLESEX,3,0,0,1,0,0,0,0
Virginia,NORTHAMPTON,3,0,0,1,0,0,0,0
Virginia,NORTHUMBERLAND,6,0,1,2,0,0,0,0
Virginia,NOTTOWAY,0,0,0,1,0,0,0,0
Virginia,ORANGE,4,0,0,1,0,0,0,0
Virginia,PAGE,1,0,0,0,0,0,0,0
Virginia,PORTSMOUTH CITY,0,0,0,1,0,0,0,0
Virginia,POWHATAN,1,0,0,1,0,0,0,0
Virginia,PRINCE WILLIAM,7,0,0,5,0,0,0,0
Virginia,ROANOKE,0,0,0,0,0,0,0,0
Virginia,ROCKINGHAM,14,0,0,1,0,0,0,0
Virginia,STAUNTON CITY,0,0,0,0,0,0,0,0
Virginia,SUFFOLK CITY,4,0,0,1,0,0,0,0
Virginia,VIRGINIA BEACH CITY,12,0,0,3,0,0,0,0
Virginia,WESTMORELAND,5,0,0,1,0,0,0,0
Virginia,YORK,1,0,0,1,0,0,0,0
Washington,ADAMS,8,0,0,146,0,0,0,0
Washington,ASOTIN,0,0,0,29,0,0,0,0
Washington,BENTON,14,0,0,67,0,0,0,0
Washington,CHELAN,1,0,0,5,0,0,0,0
Washington,CLALLAM,1,0,0,4,0,0,0,0
Washington,CLARK,4,0,0,11,0,0,0,0
Washington,COLUMBIA,0,0,0,48,0,0,0,0
Washington,COWLITZ,0,0,0,1,0,0,0,0
Washington,DOUGLAS,3,0,0,76,0,0,0,0
Washington,FERRY,0,0,0,1,0,0,0,0
Washington,FRANKLIN,22,0,0,62,0,0,0,0
Washington,GARFIELD,1,0,0,49,0,0,0,0
Washington,GRANT,51,1,0,127,0,0,0,0
Washington,GRAYS HARBOR,0,0,0,1,0,0,0,0
Washington,ISLAND,1,0,0,1,0,0,0,0
Washington,JEFFERSON,2,0,0,4,0,0,0,0
Washington,KING,18,0,0,58,0,0,0,0
Washington,KITSAP,0,0,0,4,0,0,0,0
Washington,KITTITAS,2,0,0,1,0,0,0,0
Washington,KLICKITAT,1,0,0,26,0,0,0,0
Washington,LEWIS,1,0,0,1,0,0,0,0
Washington,LINCOLN,1,0,0,202,0,0,0,0
Washington,MASON,0,0,0,1,0,0,0,0
Washington,OKANOGAN,1,0,0,8,0,0,0,0
Washington,PIERCE,0,0,0,11,0,0,0,0
Washington,SAN JUAN,1,0,0,2,0,0,0,0
Washington,SKAGIT,3,0,0,3,0,0,0,0
Washington,SKAMANIA,0,0,0,1,0,0,0,0
Washington,SNOHOMISH,4,0,0,20,0,0,0,0
Washington,SPOKANE,2,0,0,142,0,0,0,0
Washington,STEVENS,0,0,0,8,0,0,0,0
Washington,THURSTON,3,0,0,5,0,0,0,0
Washington,WALLA WALLA,8,0,0,146,0,0,0,0
Washington,WHATCOM,6,0,0,2,0,0,0,0
Washington,WHITMAN,6,0,0,246,0,0,0,0
Washington,YAKIMA,26,0,0,26,0,0,0,0
West Virginia,JEFFERSON,7,0,0,1,0,0,0,0
West Virginia,MONONGALIA,0,0,0,1,0,0,0,0
West Virginia,RALEIGH,2,0,0,1,0,0,0,0
West Virginia,UPSHUR,0,0,0,0,0,0,0,0
Wisconsin,ADAMS,12,0,0,0,0,0,0,0
Wisconsin,BARRON,37,0,0,2,0,0,0,0
Wisconsin,BROWN,41,0,0,8,0,0,0,0
Wisconsin,CALUMET,23,0,0,1,0,0,0,0
Wisconsin,CHIPPEWA,47,1,0,1,0,0,0,0
Wisconsin,CLARK,36,0,0,1,0,0,0,0
Wisconsin,DANE,124,3,0,4,0,0,0,0
Wisconsin,DODGE,66,4,0,1,0,0,0,0
Wisconsin,DOOR,17,0,0,7,0,0,0,0
Wisconsin,FOND DU LAC,47,0,0,2,0,0,0,0
Wisconsin,GRANT,55,12,0,1,0,0,0,0
Wisconsin,GREEN,41,0,0,2,0,0,0,0
Wisconsin,IOWA,15,0,0,0,0,0,0,0
Wisconsin,JEFFERSON,39,0,0,0,0,0,0,0
Wisconsin,JUNEAU,20,0,0,0,0,0,0,0
Wisconsin,KENOSHA,15,0,0,1,0,0,0,0
Wisconsin,KEWAUNEE,19,2,0,7,0,0,0,0
Wisconsin,LA CROSSE,16,0,0,1,0,0,0,0
Wisconsin,LAFAYETTE,57,5,0,1,0,0,0,0
Wisconsin,MANITOWOC,25,0,0,2,0,0,0,0
Wisconsin,MARATHON,50,0,0,5,0,0,0,0
Wisconsin,MONROE,16,0,0,1,0,0,0,0
Wisconsin,ONEIDA,2,0,0,3,0,0,0,0
Wisconsin,OUTAGAMIE,48,0,0,3,0,0,0,0
Wisconsin,OZAUKEE,9,0,0,1,0,0,0,0
Wisconsin,PEPIN,5,0,0,1,0,0,0,0
Wisconsin,PIERCE,56,0,0,1,0,0,0,0
Wisconsin,RACINE,28,2,0,2,0,0,0,0
Wisconsin,RICHLAND,14,2,0,3,0,0,0,0
Wisconsin,ROCK,99,11,0,2,0,0,0,0
Wisconsin,SHAWANO,19,0,0,2,0,0,0,0
Wisconsin,SHEBOYGAN,28,0,0,1,0,0,0,0
Wisconsin,VILAS,0,0,0,1,0,0,0,0
Wisconsin,WASHBURN,6,0,0,1,0,0,0,0
Wisconsin,WASHINGTON,21,0,0,0,0,0,0,0
Wisconsin,WAUKESHA,18,0,0,3,0,0,0,0
Wisconsin,WAUPACA,27,0,0,0,0,0,0,0
Wisconsin,WAUSHARA,20,0,0,0,0,0,0,0
Wisconsin,WINNEBAGO,21,0,0,5,0,0,0,0
Wisconsin,WOOD,11,0,0,1,0,0,0,0
Wyoming,ALBANY,2,0,0,2,0,0,0,0
Wyoming,BANNER,1,0,0,3,0,0,0,0
Wyoming,CAMPBELL,2,0,0,12,0,0,0,0
Wyoming,CONVERSE,3,0,0,4,0,0,0,0
Wyoming,CROOK,0,0,0,6,0,0,0,0
Wyoming,FREMONT,0,0,0,1,0,0,0,0
Wyoming,GOSHEN,10,0,0,8,0,0,0,0
Wyoming,HOT SPRINGS,0,0,0,1,0,0,0,0
Wyoming,JOHNSON,1,0,0,2,0,0,0,0
Wyoming,LARAMIE,22,2,0,47,0,0,0,0
Wyoming,LINCOLN,0,0,0,2,0,0,0,0
Wyoming,NATRONA,4,0,0,3,0,0,0,0
Wyoming,NIOBRARA,2,0,0,1,0,0,0,0
Wyoming,PARK,5,0,0,2,0,0,0,0
Wyoming,PLATTE,4,1,0,14,0,0,0,0
Wyoming,SHERIDAN,3,0,0,7,0,0,0,0
Wyoming,SWEETWATER,1,0,0,1,0,0,0,0
Wyoming,TETON,2,0,0,1,0,0,0,0
Wyoming,UINTA,0,0,0,1,0,0,0,0
Wyoming,WASHAKIE,2,0,0,1,0,0,0,0
MONTANA,HILL,0,0,0,0,7300,353,0,562878
MONTANA,CHOUTEAU,0,0,0,0,2474,446,0,545429
WASHINGTON,WHITMAN,0,0,0,0,165,224,0,498473
MONTANA,ROOSEVELT,0,0,0,0,0,250,0,377178
WASHINGTON,LINCOLN,0,0,0,0,0,98,0,367986
NORTH DAKOTA,WARD,0,0,0,0,25641,466,0,339927
MONTANA,VALLEY,0,0,0,0,966,299,0,339378
NORTH DAKOTA,WILLIAMS,0,0,0,0,9391,370,0,324129
MONTANA,SHERIDAN,0,0,0,0,0,315,0,323297
KANSAS,SUMNER,0,0,0,0,58131,268,0,311573
NORTH DAKOTA,CAVALIER,0,0,0,0,4412,389,0,298199
MONTANA,TOOLE,0,0,0,0,730,227,0,296170
WASHINGTON,ADAMS,0,0,0,0,5415,97,0,289048
MINNESOTA,POLK,0,0,0,0,90389,521,0,278518
MONTANA,LIBERTY,0,0,0,0,0,176,0,265544
NORTH DAKOTA,BOTTINEAU,0,0,0,0,26892,342,0,260505
MONTANA,DANIELS,0,0,0,0,0,151,0,242996
NORTH DAKOTA,HETTINGER,0,0,0,0,23331,187,0,238483
OREGON,UMATILLA,0,0,0,0,9946,110,0,234999
NORTH DAKOTA,MCLEAN,0,0,0,0,94064,420,0,234423
MONTANA,MCCONE,0,0,0,0,4272,273,0,223419
WASHINGTON,WALLA WALLA,0,0,0,0,6317,49,0,219473
OKLAHOMA,GARFIELD,0,0,0,0,13118,226,0,218645
MINNESOTA,MARSHALL,0,0,0,0,28255,459,0,217709
NORTH DAKOTA,MOUNTRAIL,0,0,0,0,5375,278,0,216611
OKLAHOMA,GRANT,0,0,0,0,11763,196,0,208432
KANSAS,RENO,0,0,0,0,53831,245,0,203644
NORTH DAKOTA,PEMBINA,0,0,0,0,21674,254,0,202574
NORTH DAKOTA,MCKENZIE,0,0,0,0,7815,250,0,200958
KANSAS,MCPHERSON,0,0,0,0,73476,290,0,196112
NORTH DAKOTA,STARK,0,0,0,0,40844,306,0,195329
MONTANA,DAWSON,0,0,0,0,6167,206,0,183354
OKLAHOMA,ALFALFA,0,0,0,0,1226,166,0,182296
MONTANA,FERGUS,0,0,0,0,1500,247,0,180669
MONTANA,BLAINE,0,0,0,0,0,190,0,179434
COLORADO,KIT CARSON,0,0,0,0,190363,168,0,177458
KANSAS,HARPER,0,0,0,0,0,110,0,174901
NORTH DAKOTA,WALSH,0,0,0,0,35737,349,0,171238
MONTANA,PONDERA,0,0,0,0,420,254,0,170703
MINNESOTA,KITTSON,0,0,0,0,13946,183,0,170257
COLORADO,WASHINGTON,0,0,0,0,102358,241,0,168440
NORTH DAKOTA,DIVIDE,0,0,0,0,4192,235,0,167722
WASHINGTON,DOUGLAS,0,0,0,0,611,98,0,165951
NORTH DAKOTA,RENVILLE,0,0,0,0,11216,216,0,160905
NORTH DAKOTA,TOWNER,0,0,0,0,8920,278,0,160039
WASHINGTON,SPOKANE,0,0,0,0,0,141,0,156625
KANSAS,FINNEY,0,0,0,0,94545,135,0,156178
NORTH DAKOTA,MORTON,0,0,0,0,46154,385,0,155379
NORTH DAKOTA,RAMSEY,0,0,0,0,29111,272,0,153851
KANSAS,SEDGWICK,0,0,0,0,51814,180,0,153570
MONTANA,TETON,0,0,0,0,2020,295,0,153203
WASHINGTON,GRANT,0,0,0,0,37418,144,0,145861
OKLAHOMA,KAY,0,0,0,0,8704,150,0,142189
NORTH DAKOTA,WELLS,0,0,0,0,93055,229,0,142142
