business_name,business_phone,email_1,email_2,business_website,sub_types,street,city,state,postal_code,facebook,linkedin
"The DeLong Co., Inc.",(608) 676-2255,skranig@delongcompany.com,jtaft@delongcompany.com,https://www.delongcompany.com/,Grain elevator,4739 Prairie Hill Rd,South Beloit,Illinois,61080,https://www.facebook.com/delongcompany,http://www.linkedin.com/company/4301399
Waller Rice Drier Inc,(936) 372-3624,s.hold@wallerricedrier.com,ricedrier@sbcglobal.net,http://wallerricedrier.com/,Grain elevator,2703 Washington St,Waller,Texas,77484,https://www.facebook.com/411069192405327,
Littlejohn Grain Inc,(217) 382-4158,suron@littlejohngrain.com,d.redman@littlejohngrain.com,http://www.littlejohngrain.com/,Grain elevator,8801 U.S. Hwy 40,Martinsville,Illinois,62442,https://www.facebook.com/111832215546856,https://www.linkedin.com/company/littlejohn-grain-inc
GreenAmerica Biofuels,(308) 496-4800,,,https://www.greenamericabiofuels.com/,"Grain elevator, Oilfield",48267 Val-E,Ord,Nebraska,68862,,
IBEC - Iroquois Bio-Energy Company,(219) 866-5990,rboer@ibecethanol.com,kgibson@ibecethanol.com,http://ibecethanol.com/,Grain elevator,IN-114,Rensselaer,Indiana,47978.0,,
Elkhart Grain Co,(217) 792-5433,jfunk@elkhartgrain.com,aschiff@elkhartgrain.com,https://www.elkhartgrain.com/,Grain elevator,1290 IL-54,Lake Fork,Illinois,62541,,http://www.linkedin.com/company/5623715
ADM grain,(580) 652-3761,,,,Grain elevator,Rd 43,Hooker,Oklahoma,73945,,
Neff Mill,(775) 779-2285,,,,Grain elevator,HC 60 Box 587,Ruby Valley,Nevada,89833,,
SRS Commodities Limited,(701) 786-3402,rick@srscommodities.com,tyge@srscommodities.com,http://www.srscommodities.com/,Grain elevator,411 2nd Ave NE,Mayville,North Dakota,58257,,
Cline Farms Grain,(317) 539-4584,,,,Grain elevator,6980 W U.S. Hwy 36,Danville,Indiana,46122,,
Legacy Farmers Cooperative,(419) 293-2311,ebowman@legacyfarmers.com,rdigby@legacyfarmers.com,https://www.legacyfarmers.com/,Grain elevator,104 N Todd St,McComb,Ohio,45858,https://www.facebook.com/legacyfarmers/,http://www.linkedin.com/company/7143041
Consolidated Grain and Barge Co.,(580) 654-1166,info@cgbgrain.com,cgbgrainsupport@cgb.com,https://www.cgbgrain.com/,Grain elevator,33069 OK-58,Carnegie,Oklahoma,73015,https://www.facebook.com/cgbgrain,https://www.linkedin.com/company/151628
The Arthur Companies - Pillsbury,(701) 997-6104,jholder@arthurcompanies.com,jmelland@arthurcompanies.com,http://www.arthurcompanies.com/,Grain elevator,12785 15th St SE,Pillsbury,North Dakota,58065,https://www.facebook.com/ArthurCompanies,http://www.linkedin.com/company/220697
Co-Op Robertson Cheatham Farmers,(615) 654-2497,,,,Grain elevator,8448 Hwy 49 E,Orlinda,Tennessee,37141,,
Connel Grain - New Bruce Facility,(509) 488-3118,,,,Grain elevator,Bruce Rd,Othello,Washington,99344,,
Roanoke Farmers Association,(815) 853-4311,sales@roanokefarmers.com,m.barisch@roanokefarmers.com,https://www.roanokefarmers.com/,Grain elevator,762 County Rd 2800 E,Wenona,Illinois,61377,,
Anthony Farmers Co-Op Elevator,(620) 842-5181,csteffen@anthonycoop.com,smhatre@anthonycoop.com,https://www.anthonycoop.com/,Grain elevator,519 W Main St,Anthony,Kansas,67003,,https://www.linkedin.com/company/anthony-farmers-coop-elevator
Agrowstar,(706) 748-7361,jredmon@agrowstar.com,dbrown@agrowstar.com,http://www.agrowstar.com/,Grain elevator,5871 GA-305,Louisville,Georgia,30434,https://www.facebook.com/1441572222762778,https://www.linkedin.com/company/agrowstar-llc
RS Grain LLC,(218) 281-1705,,,,Grain elevator,13197 273rd St SW,Euclid,Minnesota,56722,,
Wheeler Brothers Grain Co,(580) 327-0141,,,,Grain elevator,420 Santa Fe St,Alva,Oklahoma,73717,,
CHS Elburn,(815) 825-2435,clint.vaughan@elburncoop.com,d.kleckner@elburncoop.com,https://www.chselburn.com/,Grain elevator,101 S 1st St,Malta,Illinois,60150,https://www.facebook.com/chselburn,http://www.linkedin.com/company/1417748
NEW Cooperative,(515) 335-1014,bvanderpool@newcoop.com,bcarman@newcoop.com,https://www.newcoop.com/,Grain elevator,2200-2398 Neola Ave,Jefferson,Iowa,50129,https://www.facebook.com/192202364746656,https://www.linkedin.com/company/new-cooperative-inc
Adrian Cooperative Elevator,(507) 483-2348,,,,Grain elevator,100 1st St E,Adrian,Minnesota,56110,,
Ursa Farmers Co-Op,(217) 256-4215,ray@ursacoop.com,truman@ursacoop.com,https://www.ursacoop.com/,Grain elevator,1 Water St,Warsaw,Illinois,62379,https://www.facebook.com/UrsaFarmersCooperative/,https://www.linkedin.com/company/ursa-farmers-co-op-co
Beachner Grain Inc,(620) 421-1170,gary@beachner.com,dplake@beachner.com,http://www.beachner.com/,Grain elevator,2615 Orchard Ave,Parsons,Kansas,67357,,http://linkedin.com/company/beachner-grain-inc
Skyland Grain,(620) 373-2411,lynngiessel@skylandgrain.com,stevearnold@skylandgrain.com,https://www.skylandgrain.com/,Grain elevator,100 Main St #2,Kendall,Kansas,67857,https://www.facebook.com/Skylandgrain/,http://www.linkedin.com/company/4704307
Frontier Cooperative,(402) 782-2295,kkazimour@frontiercooperative.com,ldurnal@frontiercooperative.com,http://frontiercooperative.com/,Grain elevator,,Bennet,Nebraska,68317,https://www.facebook.com/frontiercooperative,http://www.linkedin.com/company/6137354
Central Kentucky Grain,(502) 233-4165,info@ckygrain.com,,http://ckygrain.com/,Grain elevator,101 Bourbon Dr,Lebanon,Kentucky,40033,,
Mid States Coop,(785) 372-4239,,,,Grain elevator,819 W Union St,Rush Center,Kansas,67575,,
ADM Rockport,(812) 649-9311,support@grainbridge.com,support@bushelpowered.com,https://web.grainbridge.com/location/ADM-103450148/cashbids,Grain elevator,609 IN-66,Rockport,Indiana,47635,,
The DeLong Company,(608) 676-2255,skranig@delongcompany.com,jtaft@delongcompany.com,http://www.delongcompany.com/,Grain elevator,116 Poinier St,Newark,New Jersey,07114,https://www.facebook.com/delongcompany,http://www.linkedin.com/company/4301399
Itasca Co-Op Grain Co,(254) 687-2931,,,,Grain elevator,800 S Hill St,Itasca,Texas,76055,,
Cissna Park Co-Op,(815) 457-2181,jon@cissnaparkcoop.com,rowdy@cissnaparkcoop.com,http://www.cissnaparkcoop.com/,"Grain elevator, Animal feed store",317 W Garfield Ave,Cissna Park,Illinois,60924,https://www.facebook.com/140676746552525,
MRGA,(701) 347-4465,tmcdaniel@mrga.com,mkeefauver@mrga.com,https://www.mrga.com/,Grain elevator,1630 1st Ave S,Casselton,North Dakota,58012,https://www.facebook.com/MapleRiverGrain,https://www.linkedin.com/company/maple-river-grain-
Hettinger Co-Op Equity Exchng,(701) 567-2408,support@cropsafe.com,,https://www.agprices.com/elevator/hettinger-coop-equity-hettinger-nd-09acf2fdbcbfe14b8b1141d2ad9a3b40,Grain elevator,302 Elevator Rd,New England,North Dakota,58639,,
Jennings-Gomer Equity Inc,(419) 659-2676,,,,Grain elevator,111 N Main St,Columbus Grove,Ohio,45830,,
Cargill Inc,(573) 683-3751,angela_taulbee@cargill.com,christian_butler@cargill.com,http://www.cargill.com/,Grain elevator,758 State Hwy N,Charleston,Missouri,63834,https://www.facebook.com/CargillCares/,https://www.linkedin.com/company/cargill
"Petre Construction, Inc.",(765) 650-6007,,,,"Grain elevator, Service establishment",,,,,,
Tillman Producers Co-Op,(580) 335-2107,,,,Grain elevator,218 S 7th St,Frederick,Oklahoma,73542,,
Cassidy Grain Co,(580) 335-2104,william.cassidy@cassidygrain.com,brent@cassidygrain.com,http://www.cassidygrain.com/,Grain elevator,321 W Dahlia Ave,Frederick,Oklahoma,73542,https://www.facebook.com/CassidyGrainCo/,
CHS Eastern Farmers,(507) 283-9116,micaela.dorn@chsinc.com,,http://www.chseasternfarmers.com/,"Grain elevator, Car wash, Gas station",402 S Freeman Ave,Luverne,Minnesota,56156,,
Pro Partners Milling,(507) 215-3453,,,,Grain elevator,624 S Freeman Ave,Luverne,Minnesota,56156,,
"FS GRAIN, LLC",(815) 933-4045,brrader@fsgrain.com,,http://fsgrain.com/,Grain elevator,"4887 N, 1220 E Rd",Bourbonnais,Illinois,60914,,
Farmers Cooperative Elevators,(320) 269-6531,stephanieh@farmerscoopelevator.com,scott.dubbelde@farmerscoopelevator.com,http://www.farmerscoopelevator.com/,Grain elevator,4097 US-212,Montevideo,Minnesota,56265,https://www.facebook.com/fcecompany/,http://www.linkedin.com/company/6523259
ADM,(218) 493-4481,d.noreen@agassizvalleygrain.com,jschecher@rrt.net,http://www.agassizvalleygrain.com/,Grain elevator,17770 150th Ave S,Barnesville,Minnesota,56514,,
Bunkie Elevator & Gin Co,(318) 346-6376,,,,Grain elevator,105 E Pine St,Bunkie,Louisiana,71322,,
AgState,(712) 852-3722,slovin@agstate.org,cherih@agpartners.com,http://www.agstate.org/,Grain elevator,1800 11th St,Emmetsburg,Iowa,50536,https://www.facebook.com/AgStateLLC,
Northstar Grain,(269) 423-2201,,,,Grain elevator,110 E Sherwood St,Decatur,Michigan,49045,,
Twomey Co-Larchland,(309) 734-3031,,,,Grain elevator,1303 US-67,Monmouth,Illinois,61462,,
Consolidated Grain and Barge Co.,(580) 938-2593,info@cgbgrain.com,cgbgrainsupport@cgb.com,https://www.cgbgrain.com/,Grain elevator,400 North Santa Fe St,Shattuck,Oklahoma,73858,https://www.facebook.com/cgbgrain,https://www.linkedin.com/company/151628
Full Circle Ag Forman Elevator,(701) 997-2970,satrangt@fullcircleag.com,loebsj@fullcircleag.com,https://www.fullcircleag.com/,"Grain elevator, Energy supplier, Fuel supplier, Propane supplier",8997 ND-32,Forman,North Dakota,58032,https://www.facebook.com/FullCircleAg/,https://www.linkedin.com/company/full-circle-ag
Full Circle Ag Forman Elevator,(701) 997-2970,satrangt@fullcircleag.com,loebsj@fullcircleag.com,https://www.fullcircleag.com/,"Grain elevator, Energy supplier, Fuel supplier, Propane supplier",8997 ND-32,Forman,North Dakota,58032,https://www.facebook.com/FullCircleAg/,https://www.linkedin.com/company/full-circle-ag
R B & C Grain Inc,(406) 252-4749,mhirv@rbcgrain.com,rockmiralia@rbcgrain.com,http://www.rbcgrain.com/,Grain elevator,532 Klenck Ln,Billings,Montana,59101,,
Decatur Cooperative Association,(785) 475-2234,bfought@decaturcoop.net,apereira@decaturcoop.net,https://www.decaturcoop.net/,Grain elevator,298 S Penn Ave,Oberlin,Kansas,67749,https://www.facebook.com/Decatur-Cooperative-Association-138970709463570/,https://www.linkedin.com/company/decatur-cooperative-association
"Central Ohio Farmers Co-op, Inc.",(740) 494-2713,hferrell@centralohfarm.com,mlongley@centralohfarm.com,https://www.centralohfarm.com/,Grain elevator,1007 E Water St,Prospect,Ohio,43342,https://www.facebook.com/COFCinc/,http://www.linkedin.com/company/7071527
Catlin Elevator,(217) 427-5371,,,,Grain elevator,304 S Sandusky St # 304,Catlin,Illinois,61817.0,,
Milford Grain Co,(302) 422-6752,milfordgrainde@gmail.com,,https://www.facebook.com/Milford-Grain-Co-101919134948944/,Grain elevator,6789 Shawnee Rd,Milford,Delaware,19963,https://www.facebook.com/people/Milford-Grain-Co/100067688180443/,
Farmers Union Co-Op,(402) 947-4291,,,,Grain elevator,101 N Main St,Friend,Nebraska,68359,,
Fairview Mills,(785) 336-2043,troy@fairviewmills.com,wade@fairviewmills.com,https://jsixenterprises.com/,Grain elevator,32 S 6th St,Seneca,Kansas,66538,https://www.facebook.com/jsixenterprises/,https://www.linkedin.com/company/j-six-enterprises
Viterra,(575) 762-2946,,,,Grain elevator,1327 US-60,Clovis,New Mexico,88101,,
Heritage Grain Co-Op,(217) 665-3392,stacey@heritagegrain.com,cory@heritagegrain.com,http://www.heritagegrain.com/,Grain elevator,,Bethany,Illinois,,,
Farmers Co-Op Grain Elevator,(605) 448-2261,,,,Grain elevator,610 Vander Horck St,Britton,South Dakota,57430,,
Northern Ohio Grain Co-Op,(419) 669-2265,shayle.stewart@dtn.com,,http://www.northernohiograin.com/index.cfm,Grain elevator,20589 Taylor St,Weston,Ohio,43569,,
Leiters Grain LLC,(574) 542-4030,,,https://leitersgrain.com/,Grain elevator,4275 N 750 W,Leiters Ford,Indiana,46945,,
Adm Grain,(309) 246-2515,,,,Grain elevator,807 N Prairie St,Lacon,Illinois,61540,,
RCM CO-OP,(217) 364-4439,smith@rcmcoop.com,,http://www.rcmcoop.com/,Grain elevator,208 N Grant St,Edinburg,Illinois,62531,,
Ursa Farmers Co-Op Co,(217) 647-3215,ray@ursacoop.com,truman@ursacoop.com,https://www.ursacoop.com/,Grain elevator,2625 E 30th St,Warsaw,Illinois,62379,https://www.facebook.com/UrsaFarmersCooperative/,https://www.linkedin.com/company/ursa-farmers-co-op-co
Ag Producers Coop,(806) 948-4121,lynngiessel@skylandgrain.com,stevearnold@skylandgrain.com,https://www.skylandgrain.com/ag-producers-co-op-membership-application/,Grain elevator,101 Main St,Sunray,Texas,79086,https://www.facebook.com/Skylandgrain/,http://www.linkedin.com/company/4704307
"The DeLong Co., Inc.",(815) 943-7424,skranig@delongcompany.com,jtaft@delongcompany.com,http://www.delongcompany.com/,Grain elevator,23619 IL-173,Harvard,Illinois,60033,https://www.facebook.com/delongcompany,http://www.linkedin.com/company/4301399
Farmers Co-Op Grain & Seed,(218) 681-6281,,,,Grain elevator,503 8th St E,Thief River Falls,Minnesota,56701,,
"Farmers Grain, LLC",(218) 653-1152,mckensie.phillips@uwyo.edu,,http://www.farmersgrain.com/,Grain elevator,823 Dewey Ave N,Thief River Falls,Minnesota,56701,,
Kelley Bean Co Inc,(308) 623-2611,jbartsch@kelleybean.com,ssnyder@kelleybean.com,http://www.kelleybean.com/,Grain elevator,1802 13th St,Mitchell,Nebraska,69357,https://www.facebook.com/156787921027540,https://www.linkedin.com/company/kelleybeanco
Stockman's Mill & Grain Inc,(918) 762-2520,,,,Grain elevator,600 Kansas St,Pawnee,Oklahoma,74058,,
W. R. Yakey Grain Co.,(217) 774-3360,yakeygrain@stewstras.net,todd.neeley@dtn.com,http://www.yakeygrain.com/,Grain elevator,2176 East 335 North Rd,Mode,Illinois,62444,,
CHS Southwest Grain,(701) 853-2302,patron.equities@chsinc.com,dustin.elkins@chsinc.com,http://www.chssouthwestgrain.com/,"Grain elevator, Agricultural cooperative, Feed manufacturer, Seed supplier",502 Railroad Ave,Reeder,North Dakota,58649,https://www.facebook.com/paybackdickinson/,https://www.linkedin.com/company/chs
ADM Macon,(217) 764-3345,suzanne.richardson@sharpspring.com,,https://admadvantage.com/contact-us/?location=Macon~Illinois,Grain elevator,910 N Woodcock St,Macon,Illinois,62544,https://www.facebook.com/ADMFarmerServices/,
Mathis Mills,(361) 547-3266,,,,Grain elevator,9635 FM 3377,Mathis,Texas,78368,,
Leffingwell AG Sales Co,(559) 562-4946,,,,Grain elevator,942 E Honolulu St,Lindsay,California,93247,,
ACN AGRIPRODUCTS LLC,(956) 363-2205,,,,Grain elevator,1512 Rancho Toluca Rd,Mercedes,Texas,78570,,
"HighLine Grain Growers, Inc",(509) 754-2832,info@highlinegrain.com,facebook@highlinegrain.com,http://highlinegrain.com/,Grain elevator,255 A St SE,Ephrata,Washington,98823,https://www.facebook.com/HighLineGrain/,https://www.linkedin.com/company/highline-grain-growers-inc
Ray Farmers Union Elevator,(701) 568-3343,aweyrauch@rayfue.com,,https://rayfue.com/cash-bids,Grain elevator,11445 US-2,Ray,North Dakota,58849,,
CHS Inc,(701) 662-5377,mychs@chsinc.com,jayme.burkhart@chsinc.com,https://www.chsdevilslake.com/,Grain elevator,3919 14th St NW,Devils Lake,North Dakota,58301,https://www.facebook.com/CHSDevilsLake,https://www.linkedin.com/company/chs
RCM CO-OP,(217) 566-3321,p.edwards@rpafarmers.com,t.harms@rpafarmers.com,https://www.rpafarmers.com/,Grain elevator,201 Jones St,Williamsville,Illinois,62693,,
"The Andersons, Inc.",(318) 878-5589,trayburn@andersonsgrain.com,lhansens@andersonsgrain.com,https://www.andersonsgrain.com/locations/la/delhi/,Grain elevator,200 Hydro Way,Delhi,Louisiana,71232,https://www.facebook.com/159968937368912,
Elkhart Co-Op Equity Exchange,(620) 697-2135,christie@elkhart.coop,,http://www.elkhart.coop/,Grain elevator,840 Border Ave,Elkhart,Kansas,67950,,
Heartland Co-Op,(515) 967-4288,janderson@heartlandcoop.com,jjones@heartlandcoop.com,https://www.heartlandcoop.com/,Grain elevator,101 Center Ave S,Mitchellville,Iowa,50169,https://www.facebook.com/HeartlandCoop,http://www.linkedin.com/company/798805
Heartland Co-Op,(515) 967-4288,janderson@heartlandcoop.com,jjones@heartlandcoop.com,https://www.heartlandcoop.com/,Grain elevator,101 Center Ave S,Mitchellville,Iowa,50169,https://www.facebook.com/HeartlandCoop,http://www.linkedin.com/company/798805
Rumbold & Kuhn,(309) 286-2461,brucegraham@rkgrain.com,dennisaupperle@rkgrain.com,https://www.rkgrain.com/,"Grain elevator, Agricultural service",214 E Greenwood St,Toulon,Illinois,61483,,http://linkedin.com/company/rumbold-&-kuhn-inc.
Yoder Grain,(260) 622-4511,support@cropsafe.com,,https://www.agprices.com/elevator/adm-paducah-ky-cb152679d85625c74a60a16831aeb39c,Grain elevator,3226 Yoder Rd,Yoder,Indiana,46798,,
Yoder Farm Center,(620) 465-9888,,,,Grain elevator,3419 Lawrence St,Haven,Kansas,67543,,
"Gold Star FS, Inc",(309) 659-2281,dcooper@goldstarfs.com,steve.swanstrom@goldstarfs.com,https://www.goldstarfs.com/,Grain elevator,1005 7th Ave,Erie,Illinois,61250,https://www.facebook.com/GoldStarFS/,http://linkedin.com/company/gold-star-fs-inc
Stratford Grain Co,(806) 396-5541,sanderson@stratfordgrainco.com,d.riffe@stratfordgrainco.com,https://stratfordgrainco.com/,Grain elevator,4 N Main St,Stratford,Texas,79084,https://www.facebook.com/Stratford-Grain-Co-170422426433346/,
NORAG LLC,(563) 873-2588,cfuksa@norag-us.com,kmull@norag-us.com,https://www.norag-us.com/markets/cash.php?location_filter=15901,Grain elevator,29953 141st St,McGregor,Iowa,52157,,http://www.linkedin.com/company/8898274
Frontier AG Inc,(785) 421-2314,rmclemore@frontieraginc.com,dfrederking@frontieraginc.com,https://www.frontieraginc.com/,Grain elevator,,Hill City,Kansas,67642,https://www.facebook.com/FrontierAgInc,http://www.linkedin.com/company/3618828
Frontier AG Inc,(785) 421-2314,rmclemore@frontieraginc.com,dfrederking@frontieraginc.com,https://www.frontieraginc.com/,Grain elevator,,Hill City,Kansas,67642,https://www.facebook.com/FrontierAgInc,http://www.linkedin.com/company/3618828
Northwest Grain Growers,(509) 648-3316,cpeha@nwgrgr.com,dgordon@nwgrgr.com,http://nwgrgr.com/,Grain elevator,33 Front St,St John,Washington,99171,https://www.facebook.com/243358472355161,http://www.linkedin.com/company/8512951
Leland Farmers Co,(815) 498-2046,cchismarick@lelandfarmers.com,info@lelandfarmers.com,http://www.lelandfarmers.com/,Grain elevator,130 N Depot St,Somonauk,Illinois,60552,https://www.facebook.com/LelandFarmers/,
"The Andersons, Inc.",(217) 489-2007,trayburn@andersonsgrain.com,lhansens@andersonsgrain.com,https://www.andersonsgrain.com/products-and-services/products/food-grade-corn/,Grain elevator,503 W Newton,Mansfield,Illinois,61854,https://www.facebook.com/159968937368912,
Reed Grain & Bean Co Inc,(208) 543-4306,ereed@reedgrain.com,,http://reedgrain.com/,Grain elevator,903 Elm St,Buhl,Idaho,83316.0,,
D & M Community Grain LLC,(254) 642-3388,,,,Grain elevator,116 Depot Ave,Rogers,Texas,76569,,
Weaver Family Farms Grain Elevator,(717) 251-1022,,,http://www.wff-llc.com/,Grain elevator,2265 Schoolhouse Rd,Hershey,Pennsylvania,17033,,
Columbia Grain International,(406) 335-2530,mmorgan@columbiagrain.com,jsung@columbiagrain.com,https://www.columbiagrain.com/,Grain elevator,Border Rd,Sweet Grass,Montana,59484.0,https://www.facebook.com/cgicolumbiagraininternational/,https://www.linkedin.com/company/columbia-grain
Stricks AG,(406) 759-6489,smcgowan@stricksag.com,tstreit@stricksag.com,http://www.stricksag.com/,"Grain elevator, Fertilizer supplier, Seed supplier",114 Washington Ave,Chester,Montana,59522.0,https://www.facebook.com/179821965743849,
Jennie-O Turkey Feed Mill,(320) 974-8891,support@cropsafe.com,,https://www.agprices.com/elevator/jennie-o-turkey-feed-mill-atwater-mn-713bea002a111f17680af8ca8d6e1a39,Grain elevator,502 Pleasant Ave E,Atwater,Minnesota,56209,,
Grand Prairie Co-Op Inc,(217) 684-2682,,,,Grain elevator,"2R4R+WX6, 104 N Harrison St",Philo,Illinois,61864,,
Consolidated Grain & Barge Co.,(318) 336-5235,info@cgbgrain.com,cgbgrainsupport@cgb.com,https://www.cgbgrain.com/,Grain elevator,106 LA-131,Vidalia,Louisiana,71373,https://www.facebook.com/cgbgrain,https://www.linkedin.com/company/151628
Mac Grain-Mac Peanut Co,(229) 835-2253,,,,Grain elevator,35 Mac Rd,Edison,Georgia,39846,,
"C&O Grain, a division of Mennel",(419) 294-2337,,,,Grain elevator,798 Lincoln Way W,Upper Sandusky,Ohio,43351,,
Gateway FS Inc,(618) 281-4396,,,,Grain elevator,9518 B Rd,Valmeyer,Illinois,62295,,
CHS Southwest Grain,(701) 974-3831,patron.equities@chsinc.com,dustin.elkins@chsinc.com,https://chssouthwestgrain.com/,"Grain elevator, Agricultural cooperative, Agrochemicals supplier, Animal feed store, Fertilizer supplier",351 North Ave E,Richardton,North Dakota,58652,https://www.facebook.com/paybackdickinson/,https://www.linkedin.com/company/chs
Farm-City Elevator Inc,(608) 897-2100,roger@farmcityelevator.com,randall@farmcityelevator.com,https://farmcityelevator.com/,Grain elevator,4121 S Co Rd T,Brodhead,Wisconsin,53520,https://www.facebook.com/farmcityelevator,https://www.linkedin.com/company/farm-city-elevator
Neusch Farm Site,(507) 235-9335,,,,Grain elevator,2144 80th St,Fairmont,Minnesota,56031,,
Farmers Supply Grainery,(870) 295-3978,gene@farmersupply.com,matthew@farmersupply.com,http://farmersupply.com/,Grain elevator,211 Robertson Ave,Marianna,Arkansas,72360,,
Federal Drier & Storage Co,(501) 842-2301,dan.miller@dtn.com,katie.dehlinger@dtn.com,http://federaldrier.com/,Grain elevator,1155 US-165,England,Arkansas,72046,,
CFS,(507) 776-1256,ehopp@cfscoop.com,mnims@cfscoop.com,http://www.cfscoop.com/,Grain elevator,110 S 2nd Ave W,Truman,Minnesota,56088,https://www.facebook.com/CentralFarmService/,https://www.linkedin.com/company/central-farm-service
Wheeler Bros Grain Co Inc,(580) 623-7223,cbaptiste@wheelerbrothers.com,mmahoney@wheelerbrothers.com,http://www.wheelerbrothers.com/,Grain elevator,501 Russworm Dr,Watonga,Oklahoma,73772,https://www.facebook.com/196747084007135,http://linkedin.com/company/wheeler-brothers-inc
CHS,(405) 263-7289,mychs@chsinc.com,jason.kroener@chsinc.com,https://www.chs-texoma.com/,Grain elevator,115 E Oklahoma,Okarche,Oklahoma,73762,https://www.facebook.com/380708715764656,https://www.linkedin.com/company/chs
East Arkansas Grain Drying,(870) 755-5482,,,,Grain elevator,109 Co Rd 819,Earle,Arkansas,72331,,
Viterra,(931) 219-4037,ryan.eckstein@viterra.com,jay.priefert@viterra.com,https://viterra.us/,Grain elevator,305 Herbert Rd,New Johnsonville,Tennessee,37134,https://www.facebook.com/ViterraUS/,
Raile Organic Grain,(785) 332-7064,tim@raile.farm,,http://www.raile.farm/,Grain elevator,602 Felzien St,St Francis,Kansas,67756,,
Little Sioux Corn Processors,(712) 376-2800,sroe@littlesiouxcornprocessors.com,daryl.haack@littlesiouxcornprocessors.com,https://www.littlesiouxcornprocessors.com/,Grain elevator,4808 F Ave,Marcus,Iowa,51035,,http://www.linkedin.com/company/8470203
St Francis Equity,(785) 332-2113,mbandel@stfrancisequity.com,llaten@stfrancisequity.com,https://www.stfrancisequity.com/,Grain elevator,202 North St,St Francis,Kansas,67756,https://www.facebook.com/165739493517380,
Heritage Cooperative,(937) 465-4041,cellington@heritagecooperative.com,lbaughman@heritagecooperative.com,https://www.heritagecooperative.com/,Grain elevator,420 Runkle St,West Liberty,Ohio,43357,https://www.facebook.com/heritagecooperative,https://www.linkedin.com/company/1st-choiceenergyservices
Woodsboro Farmers Co-Op,(361) 543-4591,,,https://www.facebook.com/profile.php?id=61558275402348,Grain elevator,19 Locke St,Woodsboro,Texas,78393,,
Prairie Central Co-Op Lexington,(309) 365-2251,lwade@prairiecentralcoop.com,ethumith@prairiecentralcoop.com,https://www.prairiecentralcoop.com/,Grain elevator,405 W Walnut St,Lexington,Illinois,61753,https://www.facebook.com/PrairieCentralCoop/,http://linkedin.com/company/prairie-central-coop-inc
Danvers Farmers Elevator,(309) 963-4305,wade@dfefarmpartners.com,jimvierling@dowjones.com,https://www.dfefarmpartners.com/,"Grain elevator, Service establishment",,,,,https://www.facebook.com/135097309874226,
Ittner Bean & Grain,(989) 662-4461,t.ittner@ittnerbg.com,john.baranick@dtn.com,http://www.ittnerbg.com/,Grain elevator,301 Park Ave,Auburn,Michigan,48611,,
Circle S Seeds,(406) 616-0718,circles@circlesseeds.com,g.carriere@circlesseeds.com,http://www.circlesseeds.com/,Grain elevator,150 First Ave E,Three Forks,Montana,59752,https://www.facebook.com/circlesseedsofmt/,
The Arthur Companies - Idaho Falls,(208) 522-2413,jholder@arthurcompanies.com,jmelland@arthurcompanies.com,https://arthurcompanies.com/idaho/,Grain elevator,1475 Lindsay Blvd,Idaho Falls,Idaho,83402,https://www.facebook.com/ArthurCompanies,http://www.linkedin.com/company/220697
Agtegra Cooperative Grebner Grain,(605) 225-0522,lance.koch@agtegra.com,joe.airheart@agtegra.com,http://www.agtegra.com/,Grain elevator,105 392nd Ave S,Aberdeen,South Dakota,57401,https://www.facebook.com/agtegra,https://www.linkedin.com/company/agtegracooperative/
Agtegra Cooperative West Terminal,(605) 225-7081,lance.koch@agtegra.com,joe.airheart@agtegra.com,https://www.agtegra.com/Locations/West-Terminal,Grain elevator,38457 133rd St,Aberdeen,South Dakota,57401,https://www.facebook.com/agtegra,https://www.linkedin.com/company/agtegracooperative/
Irsik & Doll Hutchinson Elevator,(620) 662-0239,rkenyon@irsikanddoll.com,jbuckley@irsikanddoll.com,https://irsikanddoll.com/locations/grain-elevators/,Grain elevator,100 S Lorraine St,Hutchinson,Kansas,67501,https://www.facebook.com/irsikanddoll/,http://linkedin.com/company/irsik-&-doll-feed-services-inc.
ADM J Elevator,(620) 663-4811,,,,Grain elevator,816 N Halstead St,Hutchinson,Kansas,67501,,
KAAPA Ethanol LLC,(308) 743-2217,jmontbriand@rpmgllc.com,mniemeyer@rpmgllc.com,https://kaapaethanolcommodities.com/,Grain elevator,8450 Kaapa Ln,Minden,Nebraska,68959,,https://www.linkedin.com/company/kaapa-ethanol-llc/
Hopkinsville Elevator Co Inc,(270) 483-2555,,,,Grain elevator,200 N Ewing St,Guthrie,Kentucky,42234,,
Bottineau Farmers Elevator 1,(701) 228-2294,wayne.johnson@bottineaufarmers.com,jhanson@bottineaufarmers.com,http://www.bottineaufarmers.com/,Grain elevator,510 Railroad Ave,Bottineau,North Dakota,58318,,http://www.linkedin.com/company/8950607
Heritage Cooperative,(419) 365-5124,cellington@heritagecooperative.com,lbaughman@heritagecooperative.com,https://www.heritagecooperative.com/locations/arlington,Grain elevator,301 Sumner St,Arlington,Ohio,45814,https://www.facebook.com/heritagecooperative,https://www.linkedin.com/company/1st-choiceenergyservices
Southland Grain LLC,(229) 382-1520,southlandgrain@bellsouth.net,,https://www.facebook.com/SouthlandGrain,"Grain elevator, Animal feed store",25 Arnett Mill Rd,Tifton,Georgia,31794,https://www.facebook.com/SouthlandGrain,
