Company Name,Lat / Long,Street_Address,City,State_Parsed,ZIP_Parsed,Phone_Number,Title,Manager_Name,Email,Capacity,Category,CWTS_Flour_Mills
Bay State Milling Co.,,13643 CR 1307,Sterling,CO,80751,(970) 228-4633,Plant manager,Garen Nightengale,infobsm@bsm.com,,Specialty Mills,
Agtegra Cooperative,,13701 U.S. Hwy. 12,Andover,SD,57422,(605) 298-5645,Location manager,Brent Haas,,"2,800,000 bus up.",Grain,
"Cargill, Incorporated",,"1387 N. Second St., P.O. Box 70155",Memphis,TN,38107,(901) 525-0717,,,,,Grain,
Azteca Milling,,"1388 County Rd. U, P.O. Box 620",Plainview,TX,79072,(806) 293-0110,Operations manager,Angel Garcia,,,Specialty Mills,
Brant Flour Mills Ltd.,,"14 Brant Mill Rd., P.O. Box 190",Scotland,ON,N0E 1R0,(519) 484-2921,Sales contact,Volker Storjohann,info@brantflourmills.com,700 cwts,Specialty Mills,
Brant Flour Mills Ltd.,,"14 Brant Mill Rd., P.O. Box 190",Scotland,ON,N0E 1R0,(519) 484-2921,Sales contact,Volker Storjohann,info@brantflourmills.com,400 cwts,Specialty Mills,
Brant Flour Mills Ltd.,,"14 Brant Mill Rd., P.O. Box 190",Scotland,ON,N0E 1R0,(519) 484-2921,Sales contact,Volker Storjohann,info@brantflourmills.com,,Specialty Mills,
Star Of The West Milling Co.,,14 Church St.,Quincy,MI,49082,(517) 639-3165,Plant Manager,Terry Mcclughen,info@starofthewest.com,"1,545,000 bus up.",Grain,
Star Of The West Milling Co.,,14 Church St.,Quincy,MI,49082,(517) 639-3165,Plant manager,Terry McClughen,info@starofthewest.com,"3,400 cwts",Flour mills,
P&H Milling Group,,140 King St. W.,Cambridge,ON,N3H 4T3,(519) 653-6267,Operations manager,Pranas Keturka,info@phmilling.com,"10,300 cwts",Flour mills,
P&H Milling Group,,140 King St. W.,Cambridge,ON,N3H 4T3,(519) 653-6267,Operations manager,Pranas Keturka,info@phmilling.com,,Specialty Mills,
"Brill, Inc.",,1400 W. 2700 N.,Pleasant View,UT,84404,(801) 786-0710,,,info@brillinc.com,,Mix Plants,
"Bunge Milling, Inc.",,1405 Norman St.,Crete,NE,68333,(402) 826-2113,Plant manager,Eric Woodrow,eric.woodrow@bunge.com,"1,894,000 bus up",Grain,
Bunge Milling,,1405 Norman St.,Crete,NE,68333,(402) 826-8052,Plant manager,Robin Whitley,millingsales@bunge.com,"50,000 bus or more",Specialty Mills,
Bunge Milling,,1405 Norman St.,Crete,NE,68333,(402) 826-8052,"VP; Manager, sale",Gregg Christensen,millingsales@bunge.com,"5,500 cwts.",Specialty Mills,
"Producer Ag, Llc",,1407 25th Ave.,Canton,KS,67428,(620) 350-8197,,,,"3,000,000 bus up; 6,000,000 bus fl.",Grain,
Montana Gluten Free,,141 Andrea Dr.,Belgrade,MT,59714,(406) 600-7400,CEO,Gary Iverson,sales@montanaglutenfree.com,,Flour mills,
Montana Gluten Free,,141 Andrea Dr.,Belgrade,MT,59714,(406) 600-7400,CEO,Gary Iverson,sales@montanaglutenfree.com,,Specialty Mills,
Montana Gluten Free,,141 Andrea Dr.,Belgrade,MT,59714,(406) 600-7400,CEO,Gary Iverson,sales@montanaglutenfree.com,,Specialty Mills,
Montana Gluten Free,,141 Andrea Dr.,Belgrade,MT,59714,(406) 600-7400,CEO,Gary Iverson,sales@montanaglutenfree.com,,Specialty Mills,
Montana Gluten Free,,141 Andrea Dr.,Belgrade,MT,59714,(406) 600-7400,CEO,Gary Iverson,sales@montanaglutenfree.com,,Mix Plants,
"Cargill, Incorporated",,1427 E. Second St.,Hutchinson,KS,67501,(620) 663-1278,,,,,Grain,
Byrd Mill,,14471 Washington Hwy.,Ashland,VA,23005,(804) 798-8329; (888) 897-3336,President; GM,Todd Attkisson,sales@byrdmill.com,350 cwts,Flour mills,
Byrd Mill,,14471 Washington Hwy.,Ashland,VA,23005,(804) 798-8329,President,Todd Attkisson,sales@byrdmill.com,"12,000 bus",Specialty Mills,
Byrd Mill,,14471 Washington Hwy.,Ashland,VA,23005,(804) 798-8329,President; GM,Todd Attkisson,sales@byrdmill.com,,Mix Plants,
"Mid-Columbia Producers, Inc.",,1449 Bargeway Rd.,The Dalles,OR,97058,(541) 298-4144,,,,"360,000 bus up.",Grain,
Ardent Mills,,145 W.,Broadway Alton,IL,62002,(618) 416-9003,Plant manager,Andrew Powell,Andrew.powell@ardentmills.com,"21,800 cwts",Flour mills,
Ardent Mills,,145 W.,Broadway Alton,IL,62002,(618) 416-9003,Plant manager,Andrew Powell,Andrew.powell@ardentmills.com,,Specialty Mills,
Ardent Mills,,145 W.,Broadway Alton,IL,62002,(618) 416-9003,Plant manager,Andrew Powell,Andrew.powell@ardentmills.com,,Specialty Mills,
Ardent Mills,,145 W.,Broadway Alton,IL,62002,(618) 416-9003,Plant manager,Andrew Powell,Andrew.powell@ardentmills.com,,Specialty Mills,
Ardent Mills,,145 W. Broadway,Alton,IL,62002,(618) 416-9003,Plant manager,Andrew Powell,andrew.powell@ardentmills.com,"2,500,000 bus up.",Grain,
"Commerce City Grain, Llc",,1451 Cargill Dr.,Denver,CO,80221,(720) 855-3693,,,michael.martin@ardentmills.com,"2,085,000 bus up.",Grain,
"Perdue Agribusiness Grain, Llc",,1461 Swindell Rd.,Pantego,NC,27860,(252) 943-3061,manager,Austin Hodges,austin.hodges@perdue.com,"800,000 bus up",Grain,
Archer Daniels Midland Co.,,1463 N. Rte. 48,Taylorville,IL,62568,(217) 824-5579,Manager,George Greenwood,,"4,009,853 bus up; 1,587,576 bus fl.",Grain,
Riverside Elevators Ltd.,,"14712 State Hwy. 160, P.O. Box 668",Isleton,CA,95641,(916) 777-6076,,,,"1,333,320 bus up.",Grain,
Consolidated Grain & Barge Co.,,1477 Meekers Landing Rd.,Burlington,IA,52601,(319) 937-6155,Regional Manager,Russ Leuck,,"643,000 bus up.",Grain,
"Bartlett Grain Company, Lp",,15 N.E. 60 Ave.,Great Bend,KS,67530,(620) 792-0526,Origination manager,Del Adcock,d.adcock@bartlettco.com,"10,238,000 bus up",Grain,
The Scoular Company,,15 Quail Run,Adrian,MO,64720,(816) 297-4502,Facility Manager,Kale Holst,kholst@scoular.com,"1,250,000 bus up.",Grain,
Landus Cooperative,,1500 N. Mulberry St.,Jefferson,IA,50129,(515) 386-4144,Regional manager,Ethan Taube,,"8,852,000 bus up; 1,465,000 bus fl.",Grain,
Consolidated Grain & Barge Co.,,1500 Port Rd.,Friars Point,MS,38631,(800) 489-2287,Regional Manager,Jason Herr,,"2,345,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,1500 River Grain Rd.,Mayersville,MS,39113,(662) 873-6266,,,,"1,401,000 bus up; 632,000 bus fl.",Grain,
"The Andersons, Inc.",,1500 S. Main St.,Galena Park,TX,77547,(713) 995-3420,Manager,Bill Mullins,,"6,362,000 bus up.",Grain,
Tyson Foods Local grain Services,,15100 Co Rd. 785,Essex,MO,63846,(573) 283-9051,Supervisor,John Blevins,,"1,000,000 bus",Grain,
Kerry,,1515 Park St.,Evansville,IN,47710,(812) 464-9151,,,info@kerry.com,,Mix Plants,
Ingredion,,1515 S. Drover St.,Indianapolis,IN,46221,(317) 635-4455,Plant manager,Steve Mundell,customer.service@ingredion.com,"600,000 bus.",Specialty Mills,
Ardent Mills (A Mill),,1521 N. 16th St.,Omaha,NE,68110,(402) 739-8158,Plant manager,Samantha Bryant,samantha.bryant@ardentmills.com,"525,000 bus up",Grain,
Ardent Mills (North Mill),,1521 N. 16th St.,Omaha,NE,68110,(402) 595-4361,Plant manager,Samantha Bryant,samantha.bryant@ardentmills.com,"7,000 cwts",Flour mills,
"Lewis-Clark Terminal, Inc.",,1534 Third Ave. N.,Lewiston,ID,83501,(208) 746-9685,GM,Jerry Kiekow,,"6,000,000 bus up; 3,900,000",Grain,
The Scoular Company,,"15379 Jasmine Rd., P.O. Box 48",Waverly,IL,62692,(217) 435-2361,facility manager,Marcus Christensen,information@scoular.com,"10,000,000 bus up.",Grain,
"Pizza Blends, Llc",,1541 Vernon St.,North Kansas City,MO,64116,(816) 842-8244,,,,,Mix Plants,
"Cargill, Incorporated",,1545 N. Cable Rd.,Lima,OH,45805,(419) 228-5315,,,,"2,091,000 bus up.",Grain,
Agtegra Cooperative,,15467 387th Ave.,Mellette,SD,57461,(605) 887-3572,Location manager,Lee Sanderson,,"4,300,000 bus up",Grain,
Adm Milling Co. (Adm Agri-Industries Co.),,155 Iberia Ave.,Candiac,QC,J5R 3H1,(450) 659-1911,GM,Mark Gergen,milling@adm.com,"7,700 cwts",Specialty Mills,
"Sunwest Milling Co., Inc.",,"1550 Drew Ave., Suite 150",Davis,CA,95618,(530) 758-8550,,,,,Specialty Mills,
"Sunwest Milling Co., Inc.",,"1550 Drew Ave., Suite 150",Davis,CA,95618,(530) 758-8550,,,,"8,000,000 cwts.",Specialty Mills,
Port Of Portland Terminals,,15660 N. Lombard,Portland,OR,97203,(503) 286-9681,Manager,Patrick Bryan,,"5,237,000 bus up.",Grain,
Landus Cooperative,,15695 Main St.,Kesley,IA,50649,(319) 347-6681,Regional manager,Amanda De Jong,,"667,000 bus up; 1,186,000 bus fl.",Grain,
Azteca Milling,,"15700 Hwy. 41 N, P.O. Box 23550",Evansville,IN,47724,(812) 867-3190,Manager,Jose Cuervo,,"13,333 bus.",Specialty Mills,
Central Valley Ag,,158 Webster St #4514,Monroe,NE,68647,(402) 495-4645,,,info@cvacoop.com,"2,000,000 bus up; 5,000,000 bus fl.",Grain,
"Bunge Milling, Inc.",,1580 Grinnell Rd.,Suite A Kankakee,IL,60901,(815) 802-7600,"VP; Manager, sales",Gregg Christensen,johnny.hughes@bunge.com,,Specialty Mills,
"Bunge Milling, Inc.",,"1580 Grinnell Rd., Suite A",Kankakee,IL,60901,(815) 802-7600,Manager,Dave Clark,dave.clark@bunge.com,"1,073,000 bus up.",Grain,
"Bunge Milling, Inc.",,"1580 Grinnell Rd., Suite A",Kankakee,IL,60901,(815) 802-7600,"VP; Manager, sales",Gregg Christensen,johnny.hughes@bunge.com,,Specialty Mills,
"Maple River Grain & Agronomy, Llc",,"1581 First Ave. S., P.O. Box 568",Casselton,ND,58012,(701) 347-4465,Manager,Terry Johnson,tjohnson@maplerivergrain.com,"4,250,000 bus up;",Grain,
"Cargill, Incorporated",,1585 E. Illinois Rte. 71,Ottawa,IL,61350,(815) 433-5064,,,,"1,452,000 bus up.",Grain,
"Co-Alliance, Llp",,16 S. County Rd. 1100E,Frankfort,IN,46041,(765) 249-2258,Facility Manager,Clint Noyes,,"3,500,000 bus up; 3,000,000 bus fl.",Grain,
"Perdue Agribusiness Grain, Llc",,1601 Campbell St.,Hopkinsville,KY,42240,(270) 265-5501,Manager,Zachary Snow,zachary.snow@perdue.com,"498,873 bus up",Grain,
Adm Rice,,1603 Old Hwy. 99 W.,Arbuckle,CA,95912,(530) 476-2662,,,,,Specialty Mills,
"Ag Processing, Inc.",,"1605 19th St. S.W., P.O. Box 1068",Mason City,IA,50401,(515) 423-4733,Merchandising manager,Shara Schmeling,sschmeling@agp.com,,Specialty Mills,
"Mfa, Inc.",,"1605 Radio Hill Rd., P.O. Box 6",Boonville,MO,65233,(660) 882-2786,Facility Manager,Ronnie Anderson,mfagrain@mfa-inc.com,"2,274,000 bus up.",Grain,
"Perdue Agribusiness Grain, Llc",,1609 River Rd.,Marietta,PA,17547,(717) 426-1961,Manager,Tony Fischer,tony.fischer@perdue.com,"1,300,000 bus up.",Grain,
"Highland Milling, Llc",,161 2nd St N,Bancroft,ID,83217,(360) 901-8332,President,David Sanders,daves@highlandmillingllc.com,600 cwts,Specialty Mills,
"Highland Milling, Llc",,161 2nd St N,Bancroft,ID,83217,(360) 901-8332,President,David Sanders,daves@highlandmillingllc.com,"4,000 cwts",Specialty Mills,
"Highland Milling, Llc",,161 2nd St N,Bancroft,ID,83217,(360) 901-8332,President,David Sanders,daves@highlandmillingllc.com,,Specialty Mills,
"Highland Milling, Llc",,161 2nd St N,Bancroft,ID,83217,(360) 901-8332,President,David Sanders,daves@highlandmillingllc.com,800 cwts,Specialty Mills,
"Highland Milling, Llc",,161 2nd St N,Bancroft,ID,83217,(360) 901-8332,President,David Sanders,daves@highlandmillingllc.com,600 cwts.,Specialty Mills,
"Highland Milling, Llc",,161 2nd St N,Bancroft,ID,83217,(360) 901-8332,President,David Sanders,daves@highlandmillingllc.com,600 cwts.,Specialty Mills,
Archer Daniels Midland Co.,,16100 Third St.,Seward,IL,61077,(815) 247-8495,Manager,Jeff Mauk,,"3,344,000 bus up.",Grain,
"Cargill, Incorporated",,"16150 Peninsula St., P.O. Box 220",Houston,TX,77015,(281) 457-7000,,,,"6,713,000 bus up",Grain,
"Sunfoods, Llc",,"1620 E. Kentucky Ave., P.O. Box 8729",Woodland,CA,95776,(530) 661-1923,CEO,Matt Alonso,,700 cwts.,Specialty Mills,
"Perdue Agribusiness Grain, Llc",,1623 N. Greene St.,Greenville,NC,27834,(252) 758-2141,manager,Larry Smith,larry.smith@perdue.com,"824,000 bus up.",Grain,
"Grain Millers, Inc.",,1626 S. Joaquin Dr.,Marion,IN,46953,(765) 662-0606,,,,,Specialty Mills,
"Grain Millers, Inc.",,1626 S. Joaquin Dr.,Marion,IN,46953,(765) 662-0606,,,,,Specialty Mills,
"Grain Millers, Inc.",,1626 S. Joaquin Dr.,Marion,IN,46953,(765) 662-0606,,,,,Specialty Mills,
The Scoular Company,,1632 Main St.,Goodland,KS,67735,(785) 890-3639,Asset trade unit manager,Jeff Bhend,jbhend@scoular.com,"2,000,000 bus up",Grain,
Aurora Cooperative Elevator Co.,,"1639 Harvest Dr., P.O. Box 209",Aurora,NE,68818,(402) 694-6742,general manager,Andy Randles,,"1,600,000 bus up",Grain,
"Perdue Agribusiness Grain, Llc",,16447 Adams Rd.,Bridgeville,DE,19933,(302) 855-5693,Manager,Jordan Wilmer,,"2,390,000 bus up.",Grain,
Frenchman Valley Farmers Co-Op,,"16515 County Rd. 14, P.O. Box 526",Chappell,NE,69129,(308) 887-4324; (800) 633-5803,Location Manager,John Deal,info@fvcoop.com,"5,500,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,1653 S. Fourth Rd.,Huntley,MT,59037,(406) 373-7160,Manager,Terry Bartelt,,"800,000 bus up",Grain,
"Cargill, Incorporated",,"1657 W. Front St., P.O. Box 558",Buffalo,IA,52728,(319) 381-1788,,,,"1,036,000 bus up.",Grain,
"Perdue Agribusiness Grain, Llc",,1671 Waverly Ave.,Kilmarnock,VA,22482,(804) 435-1672,Manager,Heath Bray,heath.bray@perdue.com,"600,000 bus up",Grain,
Archer Daniels Midland Co.,,1673 Growmark Lane,Naples,IL,62669,(217) 754-3308,Manager,Austin Ramsey,,"286,000 bus up.",Grain,
"Bunge North America, Inc.",,16755 274th Rd.,Atchison,KS,66002,(913) 367-3251,facility manager,Chris Caplinger,chris.caplinger@bunge.com,"10,788,000 bus up.",Grain,
Bunge Milling,,16755 274th Rd.,Atchison,KS,62002,(913) 367-3251,Operations manager,Dean Hughes,millingsales@bunge.com,"50,000 or more bus",Specialty Mills,
Bunge Milling,,16755 274th Rd.,Atchison,KS,62002,(913) 367-3251,"VP, sales & marketing",Gregg Christensen,millingsales@bunge.com,,Specialty Mills,
Archer Daniels Midland Co.,,"16994 Wright Rd., P.O. Box 416",Grand Ledge,MI,48837,(517) 627-4017; (800) 730-7720,Manager,Tom Butcher,,"4,298,174 bus up.",Grain,
"Viterra Usa Grain, Llc",,1700 E. Front St.,Fremont,NE,68025,(402) 727-0878,Manager,Cole Mcallister,,"1,724,000 bus up.",Grain,
Phm Brands Co.,,1700 E. U.S. Hwy 12,Michigan City,IN,46360,(219) 879-7356,,,peter.bisaccia@phmbrands.com,,Specialty Mills,
Landus Cooperative,,1700 S. Pleasant Hill Blvd.,Pleasant Hill,IA,50327,(515) 263-9813,Regional manager,Amanda De Jong,,"1,061,000 bus up.",Grain,
Tamaki Rice Corp.,,1701 Abel Rd.,Williams,CA,95987,(530) 473-2862,,,info@tamakimai.com,,Specialty Mills,
Tom Soya Grain Co.,,1701 Old Hwy. 50,West Point,MS,39773,(662) 494-3754,VP,Perry Lucas,plucas@tomsoyagrain.com,"567,000 bus up.",Grain,
"Cargill, Incorporated",,1710 16th St. S.E.,Cedar Rapids,IA,52401,(319) 399-2111,,,,,Specialty Mills,
"Ray-Carroll County Grain Growers, Inc. 17149 Hwy. 24",,17149 Hwy. 24,Brunswick,MO,65236,(660) 548-3131,Branch Manager,Jeff Junkins,,"5,885,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,1716 Levee St.,Vicksburg,MS,39183,(601) 638-9967,,,,"1,127,000 bus up.",Grain,
"Cargill, Incorporated",,1730 W. Michigan St.,Indianapolis,IN,46222,(317) 632-1481,,,,,Specialty Mills,
"Cargill, Incorporated",,1730 W. Michigan St.,Indianapolis,IN,46222,(317) 632-1481,,,,,Specialty Mills,
Northern Country Coop,,"174 First Ave. W., P.O. Box 295",Alden,MN,56009,(507) 874-3421; (877) 268-5421,,,counter@ncountrycoop.com,"1,116,000 bus up.",Grain,
Kerry,,1751 Enterprise Dr.,Sturtevant,WI,53177,(262) 884-4805,,,info@kerry.com,,Mix Plants,
Prairie Central Co-Op,,17553 E. 2000 N.,Pontiac,IL,61764,(815) 945-7866,Plant manager,Darren Perrine,,"15,245,000 bus up.",Grain,
"Brill, Inc.",,1765 Yankee Doodle Rd.,St. Paul (Eagan),MN,55121,(651) 454-5850,,,info@brillinc.com,,Mix Plants,
Adm Milling Co.,,1770 Barbertown Rd.,Mississauga,ON,L5M 2M5,(905) 826-2701,Commercial manager,Kevin Clugston,milling@adm.com,"6,200 cwts",Flour mills,
"Topflight Grain Coop, Inc.",,178 900 N,Waynesville,IL,61778,(217) 949-3941,,,,"1,727,650 bus up.",Grain,
Agstate,,1800 11th St,Emmetsburg,IA,50536,(712) 852-3722; (800) 392-3539,Location Manager,Eric Jordan,info@heartlandcoop.com,"1,186,000 bus up; 117,000 bus fl.",Grain,
"Beaumont Rice Mills, Inc.",,1800 Pecos St.,Beaumont,TX,77701,(409) 832-2521,President,Louis Broussard,info@bmtricemills.com,,Specialty Mills,
Consolidated Grain & Barge Co.,,1800 Riverfront Rd,Van Buren,AR,72957,(501) 474-7931,Regional Manager,Tim Simmons,,"837,000 bus up.",Grain,
"Perdue Agribusiness Grain, Llc",,1801 Godwin Ave.,Lumberton,NC,28358,(910) 738-8581,manager,Doug Hiles,doug.hiles@perdue.com,"500,000 bus up.",Grain,
"Cargill, Incorporated",,18049 County Rd. 8E,Wahpeton,ND,58075,(701) 671-1600,,,,,Specialty Mills,
Penny-Newman Grain Co.,,1805 Harbor Rd.,Stockton,CA,95203,(209) 466-5446,Plant Manager,Robert Mentelos,infobsm@bsm.com,"2,733,306 bus up; 2,533,308 bus fl.",Grain,
Archer Daniels Midland Co.,,181 N. Front St.,Scott City,KS,67871,(620) 872-2174,Manager,Amy Varner,,"995,000 bus up.",Grain,
New Hope Mills,,181 York St.,Auburn,NY,13021,(315) 252-2676,President,Douglas Weed,sales@newhopemills.com,,Flour mills,
New Hope Mills,,181 York St.,Auburn,NY,13021,(315) 252-2676,President,Douglas Weed,sales@newhopemills.com,,Mix Plants,
Archer Daniels Midland Co.,,"1811 Dock St., P.O. Box 13304",Memphis,TN,38113,(901) 946-2593,Manager,Duane Dunlap,,"2,500,000 bus up",Grain,
Archer Daniels Midland Co.,,1811 S. Fourth St.,Clinton,IA,52732,(563) 242-5251,Manager,David Schnack,,"780,000 bus up",Grain,
Adm Corn Processing Division,,1811 S. Fourth St.,Clinton,IA,52732,(563) 242-5251,,,sweeteners@adm.com,,Specialty Mills,
"Columbia Grain International, Llc",,"1820 12th Ave. N., P.O. Box 1969",Great Falls,MT,59401,(406) 771-8139,Manager,Beau Nemitz,pdxmerchants@columbiagrain.com,"413,000 bus up",Grain,
North Dakota Mill & Elevator Association,,1823 Mill Rd.,Grand Forks,ND,58203,(701) 795-7000,President; GM,Vance Taylor,vtaylor@ndmill.com,,Flour mills,
North Dakota Mill & Elevator Association,,1823 Mill Rd.,Grand Forks,ND,58203,(701) 795-7000,President; GM,Vance Taylor,vtaylor@ndmill.com,"6,000 cwts.",Specialty Mills,
North Dakota Mill & Elevator Association,,1823 Mill Rd.,Grand Forks,ND,58203,(701) 795-7000,President; GM,Vance Taylor,vtaylor@ndmill.com,"3,000 cwts",Specialty Mills,
Ardent Mills,,1843 Hwy. One S. Port,Allen,LA,70767,(225) 290-3197,Plant Manager,Alex Stewart,alex.stewart@ardentmills.com,"251,000 bus up. Rec: Barge/Ra",Grain,
Ardent Mills,,1843 Hwy. One S. Port,Allen,LA,70767,(225) 290-3197,Plant manager,Rodney Young,Rodney.young@ardentmills.com,"5,500 cwts.",Flour mills,
"Cargill, Incorporated",,1845 N.W. Gordon St.,Topeka,KS,66618,(785) 357-7365,,,,"42,414,000 bus up.",Grain,
"Agrex, Inc.",,"1850 Alabama Docks, Pier D, Eleventh St",Mobile,AL,36603,(251) 432-7006,Manager,Bucky Childree,bchildree@agrexinc.com,"3,500,000 bus up.",Grain,
Grain Craft,,1861 E. 55th St.,Los Angeles,CA,90058,(323) 585-0131,Plant manager,Jose Delgado,,"815,000 bus up",Grain,
Grain Craft,,1861 E. 55th St.,Los Angeles,CA,90058,(323) 585-0131,Plant manager,Kurt Gallehugh,,"14,800 cwts",Flour mills,
Ardent Mills,,1875 Lawrence St.,Denver,CO,80202,,,,,,Flour mills,
Ardent Mills,,1875 Lawrence St.,Denver,CO,80202,,,,,,Specialty Mills,
Ardent Mills,,1875 Lawrence St.,Denver,CO,80202,,,,,,Specialty Mills,
Ardent Mills,,1875 Lawrence St.,Denver,CO,80202,,,,,,Specialty Mills,
"Cargill, Incorporated",,1877 Channel Ave.,Memphis,TN,38113,(901) 775-3700,,,,"5,922,000 bus up",Grain,
Archer Daniels Midland Co.,,1884A E. Old Hwy. 40,New Cambria,KS,67470,(785) 820-8831; (888) 804-8123,Manager,Scott Taggart,,"4,100,000 bus up; 1,000,000 bus fl.",Grain,
Archer Daniels Midland Co.,,1892 N. Hwy. 83,Sublette,KS,67877,(620) 668-5620,Manager,Dyson Priest,,"2,753,290 bus up",Grain,
"Perdue Agribusiness Grain, Llc",,1897 River Rd.,Bainbridge,PA,17547,(717) 327-6782,Manager,Kevin Woleab,kevin.woleab@perdue.com,"1,620,000 bus up.",Grain,
Champlain Valley Milling Corp.,,19 Myers Way,Willsboro,NY,12996,(518) 963-7650,President,Samuel Sherman,samuel@westelcom.com,480 cwts,Flour mills,
Champlain Valley Milling Corp.,,19 Myers Way,Willsboro,NY,12996,(518) 963-7650,President,Samuel Sherman,samuel@westelcom.com,,Specialty Mills,
Champlain Valley Milling Corp.,,19 Myers Way,Willsboro,NY,12996,(518) 963-7650,President,Samuel Sherman,samuel@westelcom.com,"1,000 bus",Specialty Mills,
Champlain Valley Milling Corp.,,19 Myers Way,Willsboro,NY,12996,(518) 963-7650,President,Samuel Sherman,samuel@westelcom.com,,Specialty Mills,
Champlain Valley Milling Corp.,,19 Myers Way,Willsboro,NY,12996,(518) 963-7650,President,Samuel Sherman,samuel@westelcom.com,400 cwts.,Specialty Mills,
Champlain Valley Milling Corp.,,19 Myers Way,Willsboro,NY,12996,(518) 963-7650,President,Samuel Sherman,samuel@westelcom.com,,Mix Plants,
Ardent Mills,,1900 Industry Dr.,Culpeper,VA,22701,(540) 829-5560,Plant manager,Ryan Gehringer,ryan.gehringer@ardentmills.com,"2,100,000 bus up",Grain,
Ardent Mills,,1900 Industry Dr.,Culpeper,VA,22701,(540) 829-1530,Plant manager,Ryan Gehringer,ryan.gehringer@ardentmills.com,"12,000 cwts.",Flour mills,
Adm Milling Co.,,"1901 E. Wyatt Earp Blvd., P.O. Box 400",Dodge City,KS,67801,(620) 227-8101,Commercial Manager,Sarah Niederee,milling@adm.com,"1,050,000 bus up.",Grain,
Adm Milling Co.,,"1901 E. Wyatt Earp Blvd., P.O. Box 400",Dodge City,KS,67801,(620) 227-8101,Commercial manager,Sarah Niederee,milling@adm.com,"2,400 cwts",Specialty Mills,
Adm Milling Co.,,"1901 E. Wyatt Earp Blvd., P.O. Box 400",Dodge City,KS,67801,(620) 227-8101,Commercial manager,Sarah Niederee,milling@adm.com,"2,400 cwts",Specialty Mills,
Adm Milling Co.,,"1901 E. Wyatt Earp Blvd., P.O. Box 400",Dodge City,KS,67801,(620) 227-8101,Commercial manager,Sarah Niederee,milling@adm.com,"2,800 cwts.",Specialty Mills,
Archer Daniels Midland Co.,,1901 S. Sherman Dr.,Indianapolis (Beech Grove),IN,46203,(317) 784-2200,Manager,George Greenwood,,"11,576,019 bus up.",Grain,
United Grain Corp.,,1905 N.W. Harborside Dr.,Vancouver,WA,98660,(360) 693-1521,Terminal director,Earl Dixon,info@unitedgrain.com,"8,000,000 bus up",Grain,
Archer Daniels Midland Co.,,1912 N 2753rd Rd,Ottawa,IL,61350,(815) 433-3635,Superintendent,Jay Sarver,acoop@acoop.com,"107,000 bus up; 500,000 bus fl.",Grain,
"Perdue Agribusiness Grain, Llc",,19125 Greenbush Rd.,Parksley,VA,23421,(757) 787-7900,Manager,Douglas Hartman,douglas.hartman@perdue.com,"1,200,000 bus up",Grain,
Bay State Milling Co.,,"19150 S.W. Warfield Blvd., P.O. Box 1280",Indiantown,FL,34956,(772) 597-2056; (800) 932-0614,Plant manager,Jim Arnau,,"850,000 bus up.",Grain,
Bay State Milling Co.,,"19150 S.W. Warfield Blvd., P.O. Box 1280",Indiantown,FL,34956,(772) 597-2056,Plant manager,Jim Arnau,infobsm@bsm.com,"13,200 cwts",Flour mills,
Archer Daniels Midland Co. (Beemer Grain),,1918 12 Rd.,Wisner,NE,68791,(402) 528-3515,Manager,Don Brunsing,,"2,500,000 bus up",Grain,
"New Cooperative, Inc.",,1919 Hwy. 141,Sloan,IA,51055,(712) 317-3066,Manager,John Meyer,,"4,526,000 bus up; 616,000 bus fl.",Grain,
Poinsett Rice & Grain,,1926 E. CR718,Osceola Port,AR,72370,,,,,"1,700,000 bus up.",Grain,
Pride Ag Resources,,19502 U.S. Hwy. 56,Cimarron,KS,67835,(620) 865-2200,Branch manager,Rebecca Wyatt,,"1,034,000 bus up",Grain,
Archer Daniels Midland Co.,,1964 Clarks Ferry Rd,Ledbetter,KY,42058,(270) 898-8811,Manager,Walter Curry,,"3,002,000 bus up.",Grain,
Ardent Mills,,19684 Cajon Blvd.,San Bernardino,CA,92407,(909) 887-3407,Plant Manager,Nelson Selmer,nelson.selmer@ardentmills.com,"1,000,000 bus up.",Grain,
Ardent Mills,,19684 Cajon Blvd.,San Bernardino,CA,92407,(909) 887-3407,Plant manager,Nelson Selmer,nelson.selmer@ardentmills.com,"18,500 cwts",Flour mills,
"Farmers Grain Terminal, Inc.",,1977 Harbor Front Rd.,Greenville,MS,38701,(662) 332-0987,Manager,Greg Bates,,"11,360,000 bus up; 700,000 bus fl.",Grain,
Tate & Lyle,,198 Blair Bend Dr.,Loudon,TN,37774,(865) 458-5681,Plant manager,Gerry Schlueter,bradlee.morrison@tateandlyle.com,,Specialty Mills,
Sunrise Cooperative,,1981 Fitchville River Rd.,Wakeman,OH,44889,(419) 929-1568,Location manager,Clark Smith,clarksmith@sunriseco-op.com,"8,500,000 bus up.",Grain,
"Cargill, Incorporated",,"19849 E. Hwy. 30, P.O. Box 460",Shelton,NE,68876,(308) 647-5141,,,,"4,302,000 bus up",Grain,
Ardent Mills,,1B Riverside Lane,Chattanooga,TN,37406,(423) 698-4431,Plant manager,Alex Stewart,alex.stewart@ardentmills.com,"1,900,000 bus up",Grain,
